SETTLEMENTDATE,TOTALDEMAND_VIC,TOTALDEMAND_NSW,TOTALDEMAND_QLD,TOTALDEMAND_SA,TOTALDEMAND_TAS
01-01-2020 12:00,3002.25125,6796.181632,5615.360994,416.0154334,868.9902678
01-01-2020 12:30,3007.096505,6912.701143,5682.718831,408.0756382,866.7465484
01-01-2020 13:00,3028.285906,7050.171484,5834.706711,439.5628115,863.1319228
01-01-2020 13:30,3085.240249,7147.376318,5923.130594,460.820513,856.9501735
01-01-2020 14:00,3159.635792,7299.390336,6116.688518,449.9708357,878.6502815
01-01-2020 14:30,3212.82524,7524.39334,6285.409437,484.179153,884.6100582
01-01-2020 15:00,3306.672558,7648.806032,6521.779246,535.3424001,887.3971305
01-01-2020 15:30,3535.494851,7873.755061,6710.208107,586.3121042,884.0979748
01-01-2020 16:00,3728.656405,8100.646819,6960.798468,644.8374914,896.48012
01-01-2020 16:30,3928.927105,8291.758659,7143.867284,761.7006701,921.8633092
01-01-2020 17:00,4083.753943,8479.942848,7449.861174,867.5994712,964.6210841
01-01-2020 17:30,4264.223599,8425.114457,7609.214739,966.9668504,992.718753
01-01-2020 18:00,4399.406996,8382.509054,7737.065794,1056.330595,989.3415603
01-01-2020 18:30,4442.309347,8276.688555,7757.320241,1184.19576,999.9273271
01-01-2020 19:00,4452.119559,8180.602214,7757.921762,1264.248256,1015.607188
01-01-2020 19:30,4316.458405,8129.118994,7713.029461,1307.054675,1013.079659
01-01-2020 20:00,4281.941346,8082.87525,7700.415152,1343.600787,1001.137284
01-01-2020 20:30,4297.899522,7943.357751,7625.168682,1348.202443,1006.770959
01-01-2020 21:00,4246.916631,7764.712061,7411.114243,1328.789614,983.5389085
01-01-2020 21:30,4144.062211,7684.898742,7171.238742,1295.627329,980.81473
01-01-2020 22:00,4063.488229,7593.302766,6943.130947,1262.623028,961.9039772
01-01-2020 22:30,3952.847763,7510.152354,6777.103755,1241.719653,936.6959029
01-01-2020 23:00,3924.584291,7362.378788,6622.792657,1222.909636,941.2137658
01-01-2020 23:30,4112.921312,7148.286464,6409.196277,1204.095833,944.4390808
02-01-2020 00:00,4119.204676,7019.209374,6131.55273,1372.106654,924.8951468
02-01-2020 00:30,3963.233354,6821.38502,6005.273337,1303.801694,929.7099954
02-01-2020 01:00,3839.454143,6550.565034,5865.610517,1295.782637,910.6682726
02-01-2020 01:30,3776.447277,6308.026103,5706.62249,1205.887323,884.9103979
02-01-2020 02:00,3619.72499,6161.852097,5656.089252,1155.258033,902.7010303
02-01-2020 02:30,3540.860085,6069.106593,5598.324497,1149.070674,910.1870982
02-01-2020 03:00,3558.114686,5984.206531,5614.616753,1138.464235,893.3896648
02-01-2020 03:30,3555.759452,6026.531728,5563.32474,1151.917817,906.9034103
02-01-2020 04:00,3555.595268,6013.58147,5540.479496,1125.926571,905.1833176
02-01-2020 04:30,3582.527848,6179.542158,5565.225147,1123.842572,917.6061371
02-01-2020 05:00,3695.657898,6294.64246,5587.525775,1123.874523,917.6467813
02-01-2020 05:30,3816.401549,6512.573058,5622.432173,1118.826027,947.069268
02-01-2020 06:00,3923.284644,6722.050117,5686.048082,1135.434407,971.750125
02-01-2020 06:30,4055.48809,6897.561821,5794.558093,1151.929827,978.5115135
02-01-2020 07:00,4171.458284,7041.243475,5913.126652,1164.871591,984.867465
02-01-2020 07:30,4130.352766,7216.211737,6035.870464,1128.319463,1001.513217
02-01-2020 08:00,4168.641652,7432.11297,6174.135327,1072.880503,1016.096642
02-01-2020 08:30,4206.399731,7522.65408,6250.959704,1042.531981,998.5087921
02-01-2020 09:00,4090.218509,7536.992317,6290.135935,980.0066212,1012.169047
02-01-2020 09:30,4041.224711,7581.821426,6295.226292,919.2526879,999.749605
02-01-2020 10:00,3990.00303,7606.371045,6285.110647,830.7244886,1027.294228
02-01-2020 10:30,3934.713075,7590.617691,6271.646452,821.4096239,1004.228923
02-01-2020 11:00,3945.103607,7582.060731,6352.492226,778.0906942,1016.803812
02-01-2020 11:30,3918.608843,7641.047206,6298.912411,767.3005668,959.2634233
02-01-2020 12:00,3920.76907,7614.445477,6404.746817,776.0624498,945.589449
02-01-2020 12:30,3968.588209,7700.601054,6474.442006,799.5888463,928.6481917
02-01-2020 13:00,4000.746057,7728.349337,6560.088166,831.7130222,900.789546
02-01-2020 13:30,4107.809795,7788.591749,6729.476449,889.6747241,932.735844
02-01-2020 14:00,4221.822235,7949.704701,6872.291025,956.1785874,944.6450284
02-01-2020 14:30,4343.904354,8093.092684,7038.920643,960.2977913,912.568695
02-01-2020 15:00,4444.170855,8295.250212,7196.071129,1041.927278,945.4563751
02-01-2020 15:30,4581.766953,8550.592342,7444.596193,1119.573464,936.0781039
02-01-2020 16:00,4795.969235,8790.143303,7638.052732,1276.510279,972.796324
02-01-2020 16:30,4952.705666,8895.753245,7857.637373,1363.945356,1011.622973
02-01-2020 17:00,5162.506969,9075.005615,8178.265812,1476.081846,1015.425984
02-01-2020 17:30,5218.209519,9039.302538,8261.968354,1590.982152,1044.061856
02-01-2020 18:00,5223.880404,8983.274518,8221.897536,1669.821518,1054.735199
02-01-2020 18:30,5213.678753,8834.879661,8156.389867,1717.354366,1075.938708
02-01-2020 19:00,5165.829585,8769.560059,8239.61673,1715.928264,1087.41113
02-01-2020 19:30,5011.330791,8627.217372,8153.588307,1687.049055,1084.439372
02-01-2020 20:00,4913.177696,8591.36084,8105.893779,1626.884729,1104.781868
02-01-2020 20:30,4844.40422,8317.899995,7976.98785,1634.338139,1134.055323
02-01-2020 21:00,4670.301156,8085.464131,7674.355167,1541.450197,1109.120688
02-01-2020 21:30,4509.16787,8007.8049,7398.415969,1473.385802,1073.593475
02-01-2020 22:00,4373.571457,7765.035142,7170.97121,1440.337247,1032.460642
02-01-2020 22:30,4221.300164,7741.608874,7030.329499,1384.246696,1008.121092
02-01-2020 23:00,4221.416716,7570.280238,6766.12862,1344.936041,980.0838823
02-01-2020 23:30,4381.192243,7393.656923,6524.410458,1313.670355,972.9374121
03-01-2020 00:00,4377.748753,7237.166647,6250.28793,1458.029803,938.1789743
03-01-2020 00:30,4215.674408,7077.981882,6089.817938,1363.58618,939.1604491
03-01-2020 01:00,4045.624431,6852.425964,5960.547895,1291.530617,921.3730469
03-01-2020 01:30,3906.907336,6585.252007,5819.049054,1239.452288,887.055006
03-01-2020 02:00,3817.52459,6380.304567,5721.852697,1181.062518,916.2147895
03-01-2020 02:30,3720.631251,6267.490966,5714.99869,1192.053447,911.8785238
03-01-2020 03:00,3680.493156,6242.303268,5668.203368,1164.377309,909.875067
03-01-2020 03:30,3685.247937,6202.283294,5669.692847,1121.309097,915.7653391
03-01-2020 04:00,3707.987869,6150.585742,5655.8112,1131.73806,926.7527377
03-01-2020 04:30,3750.207256,6313.802328,5711.272733,1113.941445,939.2747322
03-01-2020 05:00,3843.484742,6419.271927,5707.77072,1082.769033,952.4721847
03-01-2020 05:30,3969.814415,6613.450546,5737.675964,1118.881826,975.3469997
03-01-2020 06:00,4086.376229,6871.229398,5784.86731,1147.861816,978.9870837
03-01-2020 06:30,4192.525773,7104.895313,5909.089972,1169.053461,1006.50887
03-01-2020 07:00,4321.235359,7282.890785,5981.98643,1199.035827,1031.455502
03-01-2020 07:30,4275.708508,7470.417809,6128.72882,1210.346467,1060.827159
03-01-2020 08:00,4339.34454,7630.874859,6208.588593,1224.488788,1032.72074
03-01-2020 08:30,4416.384335,7751.870082,6223.712989,1302.674246,1023.367229
03-01-2020 09:00,4295.39925,7798.58983,6216.819862,1304.140884,1030.965979
03-01-2020 09:30,4285.223068,7845.525192,6172.952619,1309.326543,1002.163978
03-01-2020 10:00,4243.962731,7971.642122,6205.36883,1272.697042,991.605032
03-01-2020 10:30,4268.547587,8149.930786,6137.141007,1306.090772,986.9061862
03-01-2020 11:00,4365.153108,8263.978095,6210.685272,1378.132111,946.088499
03-01-2020 11:30,4422.93925,8530.992877,6221.775076,1436.294265,954.6906245
03-01-2020 12:00,4465.598832,8751.995053,6353.370325,1507.645343,899.4870031
03-01-2020 12:30,4642.339262,8974.720355,6441.21439,1545.026341,885.4892163
03-01-2020 13:00,4733.444289,9181.046173,6553.453716,1665.054126,884.1903231
03-01-2020 13:30,4897.388212,9394.549507,6616.905521,1677.701348,884.0378772
03-01-2020 14:00,5041.010946,9680.207635,6807.827299,1788.372118,898.6219398
03-01-2020 14:30,5352.152137,9952.984889,6936.964198,1810.709544,906.2720089
03-01-2020 15:00,5579.664006,10180.34761,7117.101805,1866.287708,887.2123476
03-01-2020 15:30,5859.236272,10413.375,7288.943455,1930.135562,924.6902918
03-01-2020 16:00,6071.06947,10626.56793,7431.165692,2097.09236,958.7102454
03-01-2020 16:30,6381.855987,10779.79831,7719.39473,2164.97715,1028.277916
03-01-2020 17:00,6633.119588,10831.63343,7943.765222,2335.004623,1050.442492
03-01-2020 17:30,6707.815661,10655.95407,8016.688035,2427.131902,1051.989807
03-01-2020 18:00,6860.796344,10616.61888,7996.836232,2473.994499,1067.382645
03-01-2020 18:30,6793.519483,10364.03927,7890.103334,2510.441137,1048.440202
03-01-2020 19:00,6729.799371,10122.89404,7881.001533,2549.66941,1009.098721
03-01-2020 19:30,6599.018605,9918.602069,7863.852037,2518.092685,1003.21549
03-01-2020 20:00,6393.805374,9726.954429,7842.155716,2378.452429,992.725837
03-01-2020 20:30,6170.379139,9483.977598,7745.142479,2246.779538,939.2548341
03-01-2020 21:00,5817.960728,9180.1534,7456.273847,2163.947421,942.7194769
03-01-2020 21:30,5586.160424,8965.86596,7236.975874,2011.322784,889.9395138
03-01-2020 22:00,5280.522267,8652.123192,7039.136043,1868.328389,839.879034
03-01-2020 22:30,4978.482129,8507.027456,6898.537083,1680.446816,801.5931807
03-01-2020 23:00,4823.826943,8223.471045,6686.13081,1563.323223,782.2368995
03-01-2020 23:30,4938.788247,7938.769503,6411.838907,1520.238744,797.2995206
04-01-2020 00:00,4829.989447,7708.507282,6164.730957,1617.357866,791.3944612
04-01-2020 00:30,4512.239972,7502.644228,6020.571853,1538.237294,767.5048021
04-01-2020 01:00,4242.049474,7270.47985,5849.840909,1492.672937,777.034284
04-01-2020 01:30,4103.47648,6975.778484,5712.49815,1436.442974,776.7345565
04-01-2020 02:00,4025.307963,6745.690088,5622.605297,1376.031671,785.8350187
04-01-2020 02:30,3936.717503,6606.111472,5627.687916,1318.850536,786.2538676
04-01-2020 03:00,3886.301859,6497.880088,5554.627958,1297.264728,804.0138516
04-01-2020 03:30,3897.709963,6437.90622,5553.018408,1285.83798,783.8924684
04-01-2020 04:00,3903.320479,6418.4447,5581.321525,1258.889166,783.7776357
04-01-2020 04:30,3968.990203,6450.944174,5553.593847,1226.707867,800.2590922
04-01-2020 05:00,3952.332111,6441.071389,5483.320415,1212.689121,829.1449359
04-01-2020 05:30,3981.706302,6509.144756,5535.648082,1178.056361,877.2791613
04-01-2020 06:00,3982.808076,6575.823783,5443.704549,1185.911572,919.9297937
04-01-2020 06:30,4083.170752,6748.6244,5455.86884,1216.649527,932.9918914
04-01-2020 07:00,4095.158309,6919.09993,5462.253316,1205.013478,924.4833574
04-01-2020 07:30,4070.184904,7200.323979,5542.78889,1186.930275,967.3129295
04-01-2020 08:00,4164.931929,7557.313906,5531.930581,1132.441286,1010.404122
04-01-2020 08:30,4235.42757,7899.28809,5692.220095,1017.289995,1031.336527
04-01-2020 09:00,4193.965923,8231.060901,5626.282182,1036.418906,1012.503407
04-01-2020 09:30,4296.751773,8743.108076,5554.859407,1060.635521,955.5901628
04-01-2020 10:00,4359.460298,9122.475381,5501.36869,1049.893437,883.189688
04-01-2020 10:30,4383.984294,9643.4582,5629.911815,960.8534145,897.1033516
04-01-2020 11:00,4444.406635,10023.76363,5637.648381,896.5263444,880.5031399
04-01-2020 11:30,4520.792011,10391.84492,5645.112706,827.6771995,901.7633322
04-01-2020 12:00,4531.736353,10710.48664,5727.41357,802.5920043,885.8119051
04-01-2020 12:30,4687.882897,11030.78256,5903.991778,710.6170918,889.0795542
04-01-2020 13:00,4831.498901,11221.10784,6059.605668,739.0872314,878.6931435
04-01-2020 13:30,4659.707203,11319.43572,6161.670854,725.4092197,880.4635594
04-01-2020 14:00,4443.473565,11390.44319,6346.186108,722.0711827,865.7635871
04-01-2020 14:30,4143.25524,11512.2951,6448.49194,720.1888631,873.1934391
04-01-2020 15:00,3985.663072,11766.39841,6723.167753,765.8978174,877.464163
04-01-2020 15:30,4074.058304,11945.0319,6936.288971,779.6545817,894.4891184
04-01-2020 16:00,4046.678007,12153.69183,7156.504258,948.0723949,905.0207989
04-01-2020 16:30,4062.511403,12255.83167,7235.244262,1070.492401,935.6087919
04-01-2020 17:00,4151.160919,12073.63977,7489.612888,1074.073044,953.8417452
04-01-2020 17:30,4221.001541,12140.50798,7580.387897,1206.646208,981.8406807
04-01-2020 18:00,4288.744577,11945.56349,7508.490867,1204.769934,957.8578453
04-01-2020 18:30,4282.055426,11589.69521,7605.622127,1229.305663,993.8249922
04-01-2020 19:00,4232.685248,11424.96063,7723.043315,1205.993794,1004.196857
04-01-2020 19:30,4295.4892,11338.65759,7696.160891,1242.496119,985.8563423
04-01-2020 20:00,4269.878969,11642.22249,7610.134961,1224.653691,994.9562614
04-01-2020 20:30,4327.369294,11627.24199,7405.67262,1213.348628,994.4772429
04-01-2020 21:00,4167.660448,11147.14077,7228.162942,1214.946579,987.7365193
04-01-2020 21:30,4130.494012,10339.15,6966.124198,1158.640115,961.1383891
04-01-2020 22:00,4048.312357,9720.369584,6839.741594,1165.466045,956.7360971
04-01-2020 22:30,3953.958066,9354.289773,6717.255928,1144.805931,960.1511096
04-01-2020 23:00,4029.819845,8778.980863,6600.180802,1121.158796,930.6051263
04-01-2020 23:30,4126.611514,8308.764612,6346.208041,1114.95244,937.0526284
05-01-2020 00:00,4183.723347,7961.380411,6167.358559,1256.230329,917.6154473
05-01-2020 00:30,3992.546389,7590.639001,5999.463816,1223.224468,917.3144788
05-01-2020 01:00,3841.26556,7338.754603,5806.451571,1200.970219,889.6310606
05-01-2020 01:30,3690.025793,6967.339136,5755.809016,1131.102088,878.8687621
05-01-2020 02:00,3593.796871,6674.146592,5666.385322,1078.764466,889.7650594
05-01-2020 02:30,3553.202723,6598.905894,5637.935958,1062.935608,878.3995201
05-01-2020 03:00,3461.161631,6440.267286,5574.476508,1068.839049,884.2739295
05-01-2020 03:30,3443.980753,6318.769213,5573.530225,1045.177598,882.9076636
05-01-2020 04:00,3429.791771,6340.625022,5491.512284,1046.699583,887.8239315
05-01-2020 04:30,3452.872416,6310.243985,5545.646138,1047.79399,893.2562366
05-01-2020 05:00,3393.413586,6269.232366,5514.829333,1040.865527,900.5898499
05-01-2020 05:30,3469.078398,6206.863981,5423.04308,1050.877536,907.7362582
05-01-2020 06:00,3480.68598,6285.129054,5362.520273,1043.578883,928.0124324
05-01-2020 06:30,3602.801786,6386.520611,5327.943191,1045.781577,921.2175735
05-01-2020 07:00,3713.098716,6522.447829,5358.879064,1065.566391,962.8155261
05-01-2020 07:30,3790.357343,6696.658651,5412.052182,1060.228276,981.4028524
05-01-2020 08:00,3865.023331,6813.225833,5356.417102,1040.533304,1026.24893
05-01-2020 08:30,3973.286035,7106.06807,5455.720975,1031.823225,1003.90021
05-01-2020 09:00,4108.45733,7167.196054,5437.743654,1030.108573,992.2306708
05-01-2020 09:30,4169.375496,7232.302089,5418.77489,1051.708266,998.4381316
05-01-2020 10:00,4148.254082,7200.205643,5489.090642,1065.958266,981.4977024
05-01-2020 10:30,4126.753363,7181.277023,5546.736994,1067.862419,973.0179711
05-01-2020 11:00,4016.674296,7214.118229,5538.762972,1068.629507,956.0501749
05-01-2020 11:30,3936.967021,7225.619948,5604.905996,1059.639294,934.8472314
05-01-2020 12:00,3949.614928,7369.675064,5720.158479,1019.9912,903.2212979
05-01-2020 12:30,3927.569994,7460.710267,5868.720016,990.1163683,910.7168117
05-01-2020 13:00,3940.459417,7592.853198,6014.994863,994.0977826,884.8879266
05-01-2020 13:30,3791.162992,7647.824174,6199.419977,960.9089693,901.0209552
05-01-2020 14:00,3826.270383,7832.050026,6392.526407,999.5597103,889.629187
05-01-2020 14:30,3792.02192,7917.469633,6517.942217,1032.814407,877.9764293
05-01-2020 15:00,3941.196827,8051.07056,6711.38048,1070.014643,889.3227141
05-01-2020 15:30,4063.02505,8093.349065,6943.568109,1053.132716,878.6749159
05-01-2020 16:00,4150.642253,8199.430466,7242.426872,1111.321258,908.0642607
05-01-2020 16:30,4291.910658,8147.80372,7367.038989,1118.223945,908.6478578
05-01-2020 17:00,4361.484299,8167.750158,7632.970286,1137.26426,946.6636742
05-01-2020 17:30,4458.033259,8118.364289,7724.665682,1195.920989,959.3986429
05-01-2020 18:00,4404.641057,8112.303482,7851.295629,1158.523088,982.8598689
05-01-2020 18:30,4425.929815,8026.532005,7876.26456,1164.062192,994.5311655
05-01-2020 19:00,4391.835233,7927.256068,7886.482991,1149.424789,994.913585
05-01-2020 19:30,4344.01121,7803.344303,7839.86733,1172.275044,1016.796865
05-01-2020 20:00,4340.057732,7810.064643,7771.824788,1172.099581,995.7467204
05-01-2020 20:30,4349.006204,7622.981411,7693.743461,1234.305557,1003.494598
05-01-2020 21:00,4204.25692,7425.199016,7433.763641,1227.541252,1013.730196
05-01-2020 21:30,4083.816294,7285.927692,7271.131085,1224.581276,998.6789067
05-01-2020 22:00,3960.550418,7118.12889,6996.103169,1190.936322,978.7283959
05-01-2020 22:30,3875.216455,6996.728877,6924.187369,1142.746127,940.1124872
05-01-2020 23:00,3821.256582,6807.59455,6705.701416,1147.389433,909.0159673
05-01-2020 23:30,4027.733369,6661.319391,6434.129386,1121.814017,902.6749518
06-01-2020 00:00,4095.565098,6521.978673,6177.162567,1327.030243,909.6950579
06-01-2020 00:30,3957.732328,6410.97318,6028.330011,1292.231287,889.7957973
06-01-2020 01:00,3849.100011,6214.258375,5922.923277,1230.700636,893.1260288
06-01-2020 01:30,3738.34155,6035.453146,5848.594203,1147.050444,887.9961171
06-01-2020 02:00,3581.813865,5875.897027,5748.410165,1104.007428,884.1704495
06-01-2020 02:30,3499.919512,5837.157484,5739.210079,1060.666795,905.9639189
06-01-2020 03:00,3465.696099,5865.410394,5686.80352,1053.041657,910.9774383
06-01-2020 03:30,3467.348892,5894.067882,5659.568458,1037.644956,919.0544877
06-01-2020 04:00,3448.389743,5963.901127,5674.624693,1029.817014,936.1228559
06-01-2020 04:30,3585.324465,6162.927473,5708.935077,1023.646595,936.1981978
06-01-2020 05:00,3732.429352,6224.767686,5763.756066,1073.486835,966.5349592
06-01-2020 05:30,3997.822263,6724.636452,5837.134003,1076.583423,985.34067
06-01-2020 06:00,4151.993441,6889.350763,5922.606987,1119.45228,1022.707545
06-01-2020 06:30,4440.624411,7132.57784,6164.987561,1146.085082,1011.912138
06-01-2020 07:00,4616.156346,7487.032657,6326.217218,1207.318094,1028.940345
06-01-2020 07:30,4801.055019,7766.674902,6537.80064,1186.181625,1037.757432
06-01-2020 08:00,4872.37509,7982.914799,6649.411527,1117.895335,1030.231562
06-01-2020 08:30,5009.15838,8114.127645,6703.834032,1053.457205,1019.924793
06-01-2020 09:00,5044.608818,8164.644208,6710.30471,1000.390459,994.2531951
06-01-2020 09:30,5079.688084,8206.637509,6647.122791,906.8547218,1016.495157
06-01-2020 10:00,5025.588243,8158.753067,6639.522182,841.7031767,987.6517556
06-01-2020 10:30,5035.988249,8190.433256,6612.93782,746.2495625,974.9652673
06-01-2020 11:00,4985.523122,8214.339806,6706.410343,691.9804952,984.6721584
06-01-2020 11:30,4973.623225,8170.357181,6700.264001,645.6777823,981.6680428
06-01-2020 12:00,4962.442945,8175.989923,6767.656301,620.5219641,932.5803141
06-01-2020 12:30,4902.930722,8236.493631,6893.764726,613.0153223,945.0326184
06-01-2020 13:00,4970.919598,8211.007709,6996.602358,579.2518315,942.0910687
06-01-2020 13:30,4953.521174,8097.696411,7130.981996,606.8041352,960.6339616
06-01-2020 14:00,4950.805463,8161.356193,7230.272299,598.120892,965.9011183
06-01-2020 14:30,4948.330386,8269.230891,7318.553873,601.9125925,938.1379637
06-01-2020 15:00,4914.462799,8332.570942,7568.930645,589.9977682,910.1939371
06-01-2020 15:30,4961.722927,8391.390258,7734.147258,637.5379496,929.5202803
06-01-2020 16:00,5000.377066,8589.128232,7818.908785,727.7721561,941.4888149
06-01-2020 16:30,5097.570728,8622.559868,8077.828701,769.3860696,976.1408241
06-01-2020 17:00,5154.066984,8759.236538,8218.549249,871.5182988,996.243549
06-01-2020 17:30,5101.964885,8639.866703,8082.547546,996.6811291,998.8800245
06-01-2020 18:00,5091.172946,8643.020696,8173.300444,1064.657955,1031.727412
06-01-2020 18:30,4954.702793,8502.661912,8092.663386,1149.579127,1023.748184
06-01-2020 19:00,4899.37227,8317.064698,8204.502125,1190.180922,1029.894829
06-01-2020 19:30,4837.616517,8225.066223,8145.894313,1235.208106,1014.499584
06-01-2020 20:00,4811.02699,8127.009404,8125.215888,1235.764635,1034.579854
06-01-2020 20:30,4761.065465,8001.842588,7970.881576,1257.507706,1077.388929
06-01-2020 21:00,4666.55562,7868.880737,7740.54068,1284.138317,1065.154415
06-01-2020 21:30,4467.876932,7722.273173,7514.328402,1255.538002,1041.124232
06-01-2020 22:00,4341.675437,7598.064625,7230.926843,1211.171816,1009.03661
06-01-2020 22:30,4253.150317,7518.17247,7078.687843,1177.299783,978.6784632
06-01-2020 23:00,4151.050907,7400.704267,6806.992535,1100.942561,958.8898552
06-01-2020 23:30,4375.279611,7318.358739,6511.257829,1118.244981,967.2489454
07-01-2020 00:00,4386.072806,7195.663295,6286.968532,1318.702006,971.6251715
07-01-2020 00:30,4264.400962,6946.783991,6145.960094,1297.122571,969.8666739
07-01-2020 01:00,4166.075468,6756.360911,5978.546762,1229.462422,960.0500171
07-01-2020 01:30,4040.840964,6483.062023,5875.986765,1170.441303,948.8779436
07-01-2020 02:00,3897.8228,6284.90778,5827.438466,1122.685929,959.7813995
07-01-2020 02:30,3846.752131,6192.190898,5831.635892,1100.093766,947.9878823
07-01-2020 03:00,3782.666978,6214.734163,5723.729795,1073.140228,942.0717349
07-01-2020 03:30,3774.986319,6201.23922,5750.50534,1109.015761,948.1484571
07-01-2020 04:00,3792.843891,6234.060917,5673.509408,1089.028347,952.3213536
07-01-2020 04:30,3881.330182,6389.667641,5755.683427,1099.855298,967.3529155
07-01-2020 05:00,3991.908071,6517.227516,5807.616951,1081.135112,988.8415977
07-01-2020 05:30,4192.174785,6773.795563,5914.210803,1056.962244,1011.171791
07-01-2020 06:00,4318.571231,7086.676804,5926.392873,1112.233822,1022.285632
07-01-2020 06:30,4594.886451,7365.46584,6140.756801,1186.371613,1061.405618
07-01-2020 07:00,4770.433372,7535.860283,6263.677114,1184.559425,1083.330958
07-01-2020 07:30,4746.119492,7736.732813,6566.739073,1185.715725,1102.908639
07-01-2020 08:00,4826.009653,7896.195817,6549.166304,1129.461791,1113.581583
07-01-2020 08:30,4811.501491,8005.710136,6690.854429,1078.358892,1109.337518
07-01-2020 09:00,4730.128947,8072.966432,6753.157623,1016.402311,1090.253638
07-01-2020 09:30,4784.24093,8249.312813,6726.213767,950.6626034,1076.064111
07-01-2020 10:00,4757.413733,8310.59169,6617.691328,909.9909511,1043.572652
07-01-2020 10:30,4743.44957,8229.832474,6623.402919,869.9559906,1012.867054
07-01-2020 11:00,4664.398846,8167.267892,6727.002323,814.0210817,1030.784039
07-01-2020 11:30,4696.209319,8265.664966,6650.807066,833.1469231,1049.993305
07-01-2020 12:00,4689.263102,8443.327095,6661.40259,839.9987218,1027.783319
07-01-2020 12:30,4623.78693,8668.546934,6712.360674,815.0601833,1019.431265
07-01-2020 13:00,4652.421068,8747.148306,6871.221624,807.2261701,1015.725096
07-01-2020 13:30,4714.265587,8950.712552,6941.022261,868.8110934,1012.604196
07-01-2020 14:00,4648.176108,9145.723795,7068.613967,897.9172762,1039.306221
07-01-2020 14:30,4628.918524,9241.833089,7163.258957,913.0065013,1036.351066
07-01-2020 15:00,4644.689492,9367.678233,7313.163904,1001.376187,1036.137422
07-01-2020 15:30,4711.564912,9625.127804,7413.458499,1102.496526,1039.098075
07-01-2020 16:00,4783.641312,10000.16617,7656.225386,1163.453025,1028.695625
07-01-2020 16:30,4815.142177,10202.12508,7816.173786,1236.381459,1042.852145
07-01-2020 17:00,4849.376757,10474.81204,8085.353341,1317.925581,1052.885103
07-01-2020 17:30,4852.316094,10341.73018,8098.704199,1414.096758,1072.646227
07-01-2020 18:00,4910.278631,10264.40355,8057.971151,1506.97217,1024.653719
07-01-2020 18:30,4888.462542,9985.406008,8055.973092,1582.082757,1019.420399
07-01-2020 19:00,4750.119532,9782.694473,8192.656805,1574.477909,1073.280863
07-01-2020 19:30,4746.998222,9604.70919,8204.33702,1556.581038,1080.402672
07-01-2020 20:00,4709.417909,9428.518722,8119.317675,1516.15879,1091.502999
07-01-2020 20:30,4661.389853,9163.223833,7915.874356,1478.674014,1079.977122
07-01-2020 21:00,4543.953179,8845.63179,7669.980201,1417.370117,1094.183561
07-01-2020 21:30,4465.278664,8646.407057,7496.304041,1351.011215,1044.520258
07-01-2020 22:00,4354.724177,8415.291978,7187.238352,1282.568406,1016.600148
07-01-2020 22:30,4286.541711,8088.573878,7024.709252,1236.596967,984.5067038
07-01-2020 23:00,4315.146164,7769.409361,6744.149379,1187.060588,960.0786225
07-01-2020 23:30,4568.606645,7428.237147,6563.558013,1201.593699,923.4898514
08-01-2020 00:00,4479.588086,7386.256594,6286.644574,1376.827961,939.016411
08-01-2020 00:30,4270.933479,7214.25649,6175.534623,1327.251422,916.2613608
08-01-2020 01:00,4094.506395,7048.888291,5983.463717,1277.035595,912.5032053
